不	AD

是	VC

帽子	NN

是	VC

一	CD

条	NN

巨蟒	NN

在	P

消化	VV

着	VV

一	CD

头	NN

大象	NN

既然	CS

大人们	NN

不	AD

能够	VV

理解	VV

于是	AD

我	PN

又	AD

把	BA

巨蟒	NN

肚子	NN

里	NN

的	DEG

情况	NN

画	NN

了	PU

出来	VV

以便	AD

让	VV

大人们	NN

能够	VV

看	VV

懂	VV

这些	DT

大人	NN

总是	AD

需要	VV

解释	VV

我	PN

的	DEG

第二	OD

号	NN

作品	NN

是	VC

这样	VA

的	DEG

大人们	NN

劝	VV

我	PN

把	BA

这些	DT

画	NN

着	VV

开	VV

着	VV

肚皮	NN

的	DEG

或	CC

闭	VV

上	VV

肚皮	NN

的	DEG

蟒蛇	NN

的	DEG

图画	NN

放在	VV

一边	AD

还是	AD

把	BA

兴趣	NN

放	VV

在	P

地理	NN

历史	NN

算术	NN

语法	NN

上	VV

就	AD

这样	VA

在	P

六	CD

岁	M

的	DEG

那	PN

年	NN

我	PN

就	AD

放弃	VV

了	PU

当	P

画家	NN

这	PN

一	CD

美好	VA

的	DEG

职业	NN

我	PN

的	DEG

第一	OD

号	NN

第二	OD

号	NN

作品	NN

的	DEG

不	AD

成功	VA

使	VV

我	PN

泄	VV

了	PU

气	NN

这些	DT

大人们	NN

靠	VV

他们	PN

自己	PN

什么	PN

也	AD

弄	VV

不	AD

懂	VV

还	AD

得	VV

老	VA

是	VC

不	AD

断	VA

地	NN

给	VV

他们	PN

做	VV

解释	VV

后来	AD

我	PN

只好	AD

选择	VV

了	PU

另外	AD

一	CD

个	M

职业	NN

我	PN

学会	NN

了	PU

开	VV

飞机	NN

世界	NN

各	DT

地	NN

差不多	VA

都	AD

飞	VV

到	VV

过	VV

的确	AD

地理学	NN

帮	VV

了	PU

我	PN

很	AD

大	VA

的	DEG

忙	VA

我	PN

一眼	AD

就	AD

能	VV

分辨	VV

出	VV

中国	NR

和	P

亚利桑那	NR

要是	CS

夜里	NN

迷失	VV

了	PU

航向	NN

这	PN

是	VC

很	AD

有	VE

用	VV

的	DEG

这样	VA

在	P

我	PN

的	DEG

生活	NN

中	NR

我	PN

跟	P

许多	CD

严肃	VA

的	DEG

人	NN

有	VE

过	VV

很多	CD

的	DEG

接触	VV

我	PN

在	P

大人们	NN

中间	NN

生活	NN

过	VV

很	AD

长	VA

时间	NN

我	PN

仔细	VA

地	NN

观察	VV

过	VV

他们	PN

但	AD

这	PN

并	AD

没有	VE

使	VV

我	PN

对	VA

他们	PN

的	DEG

看法	NN

有	VE

多	VA

大	VA

的	DEG

改变	VV

当	P

我	PN

遇到	VV

一	CD

个	M

头脑	NN

看来	VV

稍微	AD

清楚	VA

的	DEG

大人	NN

时	NN

我	PN

就	AD

拿出	VV

一直	AD

保存	VV

着	VV

的	DEG

我	PN

那	PN

第一	OD

号	NN

作品	NN

来	VV

测试	NN

测试	NN

他	PN

我	PN

想	VV

知道	VV

他	PN

是否	VV

真的	VA

有	VE

理解	VV

能力	NN

可是	AD

得到	VV

的	DEG

回答	VV

总	JJ

是	VC

这	PN

是	VC

顶	NN

帽子	NN

我	PN

就	AD

不	AD

和	P

他	PN

谈	VV

巨蟒	NN

呀	IJ

原始	VA

森林	NN

呀	IJ

或者	CC

星星	NR

之类	NN

的	DEG

事儿	NN

我	PN

只得	VV

迁就	VV

他	PN

的	DEG

水平	NN

和	P

他们	PN

谈	VV

些	CD

桥牌	NN

呀	IJ

高尔夫球	NN

呀	IJ

政治	NN

呀	IJ

领带	NN

呀	IJ

这些	DT

于是	AD

大人们	NN

就	AD

十分	AD

高兴	VA

能	VV

认识	VV

我	PN

这样	VA

一	CD

个	M

通情达理	VV

的	DEG

人	NN

我	PN

就	AD

这样	VA

孤独	VA

地	NN

生活	NN

着	VV

没有	VE

一	CD

个	M

能	VV

真正	VA

谈	VV

得	VV

来	VV

的	DEG

人	NN

一直	AD

到	VV

六	CD

年	NN

前	JJ

在	P

撒哈拉	NR

沙漠	NN

上	VV

发生	VV

了	PU

那	PN

次	M

故障	NN

我	PN

的	DEG

发动机	NN

里	NN

有	VE

个	M

东西	NN

损坏	VV

了	PU

当时	NT

由于	P

我	PN

既	AD

没有	VE

带	VV

机械师	NN

也	AD

没有	VE

带	VV

旅客	NN

我	PN

就	AD

试图	VV

独自	AD

完成	VV

这个	PN

困难	VA

的	DEG

维修	NN

工作	NN

这	PN

对	VA

我	PN

来说	LC

是	VC

个	M

生	VV

与	P

死	VV

的	DEG

问题	NN

我	PN

随身	AD

带	VV

的	DEG

水	NN

只	AD

够	VA

饮用	VV

一	CD

星期	NN

第一	OD

天	NN

晚上	NT

我	PN

就	AD

睡	VV

在	P

这	PN

远离	VV

人间	NN

烟火	NN

的	DEG

大	VA

沙漠	NN

上	VV

我	PN

比	P

大海	NN

中	NR

伏	VV

在	P

小	VA

木排	NN

上	VV

的	DEG

遇难者	NN

还	AD

要	VV

孤独	VA

得	VV

多	VA

而	AD

在	P

第二	OD

天	NN

拂晓	NT

当	P

一	CD

个	M

奇怪	VA

的	DEG

小	VA

声音	NN

叫醒	VV

我	PN

的	DEG

时候	NN

你们	PN

可以	VV

想见	VV

我	PN

当时	NT

是	VC

多么	AD

吃惊	VA

这	PN

小小	VA

的	DEG

声音	NN

说道	VV

请	VV

你	PN

给	VV

我	PN

画	NN

一	CD

只	AD

羊	NN

好	VA

吗	SP

啊	IJ

给	VV

我	PN

画	NN

一	CD

只	AD

羊	NN

我	PN

像	AD

是	VC

受到	VV

惊雷	NN

轰击	VV

一般	VA

一下子	AD

就	AD

站立	VV

起来	VV

我	PN

使劲	VV

地	NN

揉	VV

了	PU

揉	VV

眼睛	NN

仔细	VA

地	NN

看	VV

了	PU

看	VV

我	PN

看见	VV

一个	CD

十分	AD

奇怪	VA

的	DEG

小	VA

家伙	NN

严肃	VA

地	NN

朝	NR

我	PN

凝眸	NN

望	VV

着	VV

这	PN

是	VC

后来	AD

我	PN

给	VV

他	PN

画	NN

出来	VV

的	DEG

最	AD

好	VA

的	DEG

一	CD

幅	M

画像	NN

可是	AD

我	PN

的	DEG

画	NN

当然	AD

要	VV

比	P

他	PN

本人	PN

的	DEG

模样	NN

逊色	VA

得	VV

多	VA

这	PN

不是	CC

我	PN

的	DEG

过错	NN

六	CD

岁	M

时	NN

大人们	NN

使	VV

我	PN

对	VA

我	PN

的	DEG

画家	NN

生涯	NN

失去	VV

了	PU

勇气	NN

除了	P

画	NN

过	VV

开	VV

着	VV

肚皮	NN

和	P

闭	VV

着	VV

肚皮	NN

的	DEG

蟒蛇	NN

后来	AD

再	AD

没有	VE

学	VV

过	VV

画	NN

我	PN

惊奇	VA

地	NN

睁	VV

大	VA

着	VV

眼睛	NN

看	VV

着	VV

这	PN

突然	AD

出现	VV

的	DEG

小	VA

家伙	NN

你们	PN

不要	AD

忘记	VV

我	PN

当时	NT

处	NN

在	P

远离	VV

人烟	NN

千	CD

里	NN

之外	LC

的	DEG

地方	NN

而	AD

这个	PN

小家伙	NN

给	VV

我	PN

的	DEG

印象	NN

是	VC

他	PN

既	AD

不	AD

像	AD

迷	VA

了	PU

路	NN

的	DEG

样子	NN

也	AD

没有	VE

半点	NN

疲乏	VA

饥渴	VV

惧怕	VV

的	DEG

神情	NN

他	PN

丝毫	AD

不	AD

像	AD

是	VC

一	CD

个	M

迷失	VV

在	P

旷无人烟	NN

的	DEG

大	VA

沙漠	NN

中	NR

的	DEG

孩子	NN

当	P

我	PN

在	P

惊讶	VA

之	PN

中	NR

终于	AD

又	AD

能	VV

说	VV

出	VV

话	NN

来	VV

的	DEG

时候	NN

对	VA

他	PN

说道	VV

唉	IJ

你	PN

在	P

这儿	PN

干	VA

什么	PN

可是	AD

他	PN

却	AD

不慌不忙	AD

地	NN

好像	AD

有	VE

一	CD

件	M

重要	VA

的	DEG

事	NN

一般	VA

对	VA

我	PN

重复	VV

地	NN

说道	VV

请	VV

给	VV

我	PN

画	NN

一	CD

只	AD

羊	NN

当	P

一	CD

种	VV

神秘	VA

的	DEG

东西	NN

把	BA

你	PN

镇住	VV

的	DEG

时候	NN

你	PN

是	VC

不	AD

敢	VV

不	AD

听从	VV

它	PN

的	DEG

支配	VV

的	DEG

在	P

这	PN

旷无人烟	NN

的	DEG

沙漠	NN

上	VV

面临	VV

死亡	VV

的	DEG

危险	VA

的	DEG

情况	NN

下	VV

尽管	CS

这样	VA

的	DEG

举动	NN

使	VV

我	PN

感到	VV

十分	AD

荒诞	VA

我	PN

还是	AD

掏	VV

出	VV

了	PU

一	CD

张	NR

纸	NN

和	P

一	CD

支	VV

钢笔	NN

这时	AD

我	PN

却	AD

又	AD

记	VV

起	VV

我	PN

只	AD

学	VV

过	VV

地理	NN

历史	NN

算术	NN

和	P

语法	NN

就	AD

有点	AD

不	AD

大	VA

高兴	VA

地	NN

对	VA

小家伙	NN

说	VV

我	PN

不	AD

会	VV

画画	VV

他	PN

回答	VV

我	PN

说	VV

没有	VE

关系	NN

给	VV

我	PN

画	NN

一	CD

只	AD

羊	NN

吧	SP

因为	P

我	PN

从来	AD

没有	VE

画	NN

过	VV

羊	NN

我	PN

就	AD

给	VV

他	PN

重	VA

画	NN

我	PN

所	MSP

仅仅	AD

会	VV

画	NN

的	DEG

两	CD

幅	M

画	NN

中	NR

的	DEG

那	PN

幅	M

闭	VV

着	VV

肚皮	NN

的	DEG

巨蟒	NN

不	AD

不	AD

我	PN

听	VV

了	PU

他	PN

的	DEG

画	NN

简直	AD

目瞪口呆	VV

我	PN

不	AD

要	VV

蟒蛇	NN

它	PN

肚子	NN

里	NN

还	AD

有	VE

一	CD

头	NN

象	VA

巨蟒	NN

这	PN

东西	NN

太	AD

危险	VA

大象	NN

又	AD

太	AD

占	VV

地方	NN

我	PN

住	VV

的	DEG

地方	NN

非常	AD

小	VA

我	PN

需要	VV

一	CD

只	AD

羊	NN

给	VV

我	PN

画	NN

一	CD

只	AD

羊	NN

吧	SP

我	PN

就	AD

给	VV

它	PN

画	NN

了	PU

他	PN

专心	VV

地	NN

看	VV

着	VV

随后	AD

又	AD

说	VV

我	PN

不要	AD

这	PN

只	AD

羊	NN

已经	AD

病	VA

得	VV

很	AD

重	VA

了	PU

给	VV

我	PN

重新	AD

画	NN

一	CD

只	AD

我	PN

又	AD

画	NN

了	PU

起来	VV

我	PN

的	DEG

这	PN

位	VV

朋友	NN

天真	VA

可爱	VA

地	NN

笑	VV

了	PU

你	PN

看	VV

你	PN

画	NN

的	DEG

不	AD

是	VC

小	VA

羊	NN

他	PN

说	VV

是	VC

头	NN

公羊	NN

还	AD

有	VE

犄角	NN

呢	SP

于是	AD

我	PN

又	AD

重新	AD

画	NN

了	PU

一	CD

张	NR

这	PN

幅	M

画	NN

同	VA

前	JJ

几	CD

幅	M

一样	VA

又	AD

被	LB

拒绝	VV

了	PU

这	PN

一	CD

只	AD

太	AD

老	VA

了	PU

我	PN

想	VV

要	VV

一	CD

只	AD

能	VV

活	VA

得	VV

长	VA

的	DEG

羊	NN

我	PN

不耐烦	VA

了	PU

因为	P

我	PN

急于	VV

要	VV

检修	NN

发动机	NN

于是	AD

就	AD

草草	NN

画	NN

了	PU

这	PN

张	NR

画	NN

并且	AD

匆匆	VA

地	NN

对	VA

他	PN

说	VV

道	NN

这	PN

是	VC

一	CD

只	AD

箱子	NN

你	PN

要	VV

的	DEG

羊	NN

就	AD

在	P

里面	NN

这	PN

时	NN

我	PN

十分	AD

惊奇	VA

地	NN

看到	VV

我	PN

的	DEG

这	PN

位	VV

小	VA

评判员	NN

喜笑颜开	VV

他	PN

说	VV

这	PN

正	AD

是	VC

我	PN

想	VV

要	VV

的	DEG

你	PN

说	VV

这	PN

只	AD

羊	NN

需要	VV

很	AD

多	VA

草	NN

吗	SP

为什么	AD

因为	P

我	PN

住	VV

的	DEG

地方	NN

一切	PN

都	AD

非常	AD

小	VA

地方	NN

小	VA

也	AD

够	VA

喂养	VV

它	PN

的	DEG

我	PN

说	VV

我	PN

给	VV

你	PN

画	NN

的	DEG

是	VC

一	CD

只	AD

很	AD

小	VA

的	DEG

小	VA

羊	NN

他	PN

把	BA

脑袋	NN

靠	VV

近	VA

这	PN

张	NR

画	NN

并	AD

不	AD

像	AD

你	PN

说	VV

的	DEG

那么	AD

小	VA

瞧	VV

他	PN

睡	VV

着	VV

了	PU

就	AD

这样	VA

我	PN

认识	VV

了	PU

小	VA

王子	NN

我	PN

费	NN

了	PU

好	VA

长	VA

时间	NN

才	AD

弄	VV

清楚	VA

他	PN

是	VC

从	P

哪里	PN

来	VV

的	DEG

小	VA

王子	NN

向	P

我	PN

提出	VV

了	PU

很	AD

多	VA

问题	NN

可是	AD

对	VA

我	PN

提	VV

出	VV

的	DEG

问题	NN

他	PN

好像	AD

压根儿	NN

没有	VE

听见	VV

似的	AD

他	PN

无意	VV

中	NR

吐露	VV

的	DEG

一些	CD

话	NN

逐渐	AD

使	VV

我	PN

搞清	VV

了	PU

他	PN

的	DEG

来历	NN

例如	AD

当	P

他	PN

第一	OD

次	M

瞅见	NR

我	PN

的	DEG

飞机	NN

时	NN

我	PN

就	AD

不	AD

画	NN

出	VV

我	PN

的	DEG

飞机	NN

了	PU

因为	P

这	PN

种	VV

图画	NN

对	VA

我	PN

来	VV

说	VV

太	AD

复杂	VA

他	PN

问	VV

我	PN

道	NN

这	PN

是	VC

个	M

啥	DT

玩意儿	NN

这	PN

不	AD

是	VC

玩意儿	NN

它	PN

能	VV

飞	VV

这	PN

是	VC

飞机	NN

是	VC

我	PN

的	DEG

飞机	NN

我	PN

当时	NT

很	AD

骄傲	VA

地	NN

告诉	VV

他	PN

我	PN

能	VV

飞	VV

于是	AD

他	PN

惊奇	VA

地	NN

说道	VV

怎么	VA

你	PN

是	VC

从	P

天	NN

上	VV

掉	VV

下来	VV

的	DEG

是	VC

的	DEG

我	PN

谦逊	VA

地	NN

答道	NN

啊	IJ

这	PN

真	VA

滑稽	VA

此时	NT

小	VA

王子	NN

发出	VV

一	CD

阵	NN

清脆	VA

的	DEG

笑声	NN

这	PN

使	VV

我	PN

很	AD

不	AD

高兴	VA

我	PN

要求	VV

别人	NN

严肃	VA

地	NN

对待	VV

我	PN

的	DEG

不幸	VA

然后	AD

他	PN

又	AD

说道	VV

那么	AD

你	PN

也	AD

是	VC

从	P

天	NN

上	VV

来	VV

的	DEG

了	PU

你	PN

是	VC

哪个	DT

星球	NN

上	VV

的	DEG

即刻	NN

对于	P

他	PN

是	VC

从	P

哪里	PN

来	VV

的	DEG

这个	PN

秘密	VA

我	PN

隐约	VA

发现	VV

到	VV

了	PU

一点	CD

线索	NN

于是	AD

我	PN

就	AD

突然	AD

问道	VV

你	PN

是	VC

从	P

另	AD

一	CD

个	M

星球	NN

上	VV

来	VV

的	DEG

吗	SP

可是	AD

他	PN

不	AD

回答	VV

我	PN

的	DEG

问题	NN

他	PN

一面	AD

看	VV

着	VV

我	PN

的	DEG

飞机	NN

一面	AD

微微	AD

地	NN

点点	M

头	NN

接着	AD

说道	VV

可	AD

不	AD

是	VC

吗	SP

乘坐	VV

这	PN

玩意儿	NN

你	PN

不	AD

可能	VV

是	VC

从	P

很	AD

远	VA

的	DEG

地方	NN

来	VV

的	DEG

说	VV

到	VV

这里	PN

他	PN

就	AD

长	VA

时间	NN

地	NN

陷入	VV

沉思	NN

之中	LC

然后	AD

从	P

口袋	NN

里	NN

掏	VV

出	VV

了	PU

我	PN

画	NN

的	DEG

小	VA

羊	NN

看	VV

着	VV

他	PN

的	DEG

宝贝	NN

入	VV

了	PU

神	NN

你们	PN

可以	VV

想见	VV

这	PN

种	VV

关于	P

别	AD

的	DEG

星球	NN

的	DEG

若明若暗	VV

的	DEG

话语	NN

使	VV

我	PN

心里	NN

多么	AD

好奇	VA

因此	AD

我	PN

竭力	AD

地	NN

想	VV

知道	VV

其中	NN

更	AD

多	VA

的	DEG

奥秘	NN

你	PN

是	VC

从	P

哪里	PN

来	VV

的	DEG

我	PN

的	DEG

小	VA

家伙	NN

你	PN

的	DEG

家	NN

在	P

什么	PN

地方	NN

你	PN

要	VV

把	BA

你	PN

的	DEG

小	VA

羊	NN

带到	VV

哪里	PN

去	VV

他	PN

沉思	NN

了	PU

一会儿	NN

然后	AD

回答	VV

我	PN

说	VV

好	VA

在	P

有	VE

你	PN

给	VV

我	PN

的	DEG

那	PN

只	AD

箱子	NN

夜晚	NN

可以	VV

给	VV

小羊	NN

当	P

房子	NN

用	VV

那	PN

当然	AD

如果	CS

你	PN

听话	VV

的	DEG

话	NN

我	PN

再	AD

给	VV

你	PN

画	NN

一	CD

根	NN

绳子	NN

白天	NT

可以	VV

拴	NN

住	VV

他	PN

我	PN

的	DEG

建议	VV

看来	VV

有点儿	AD

使	VV

小	VA

王子	NN

反感	NN

拴	NN

住	VV

它	PN

多么	AD

奇怪	VA

的	DEG

主意	NN

如果	CS

你	PN

不	AD

拴	NN

住	VV

它	PN

他	PN

就	AD

到处	AD

跑	VV

那么	AD

它	PN

会	VV

跑	VV

丢	VV

的	DEG

我	PN

的	DEG

这	PN

位	VV

朋友	NN

又	AD

笑	VV

出	VV

了	PU

声	NN

你	PN

想	VV

要	VV

它	PN

跑	VV

到	VV

哪里	PN

去	VV

呀	IJ

不管	CS

什么	PN

地方	NN

它	PN

一直	AD

往	P

前	JJ

跑	VV

这时	AD

小	VA

王子	NN

郑重其事	NR

地	NN

说	VV

这	PN

没有	VE

什么	PN

关系	NN

我	PN

哪里	PN

很	AD

小	VA

很	AD

小	VA

接着	AD

他	PN

略	AD

带	VV

伤感	NN

地	NN

又	AD

补充	VV

了	PU

一	CD

句	M

一直	AD

朝	NR

前	JJ

走	VV

也	AD

不会	NN

走	VV

出	VV

多	VA

远	VA

我	PN

还	AD

了解	VV

到	VV

另	AD

一	CD

件	M

重要	VA

的	DEG

事儿	NN

就是	AD

他	PN

老家	NN

所在	VV

的	DEG

那个	DT

星球	NN

比	P

一	CD

座	NN

房子	NN

大	VA

不	AD

了	PU

多少	CD

这	PN

倒	VV

并	AD

没有	VE

使	VV

我	PN

感到	VV

太	AD

奇怪	VA

我	PN

知道	VV

除	P

地球	NN

木星	NR

火星	NN

金星	NR

这	PN

几	CD

个	M

有	VE

名称	NN

的	DEG

大	VA

行星	NN

以外	AD

还	AD

有	VE

成百	NN

个	M

别的	DT

星球	NN

它们	PN

有的	PN

小	VA

得	VV

很	AD

就	AD

是	VC

用	VV

望远镜	NN

也	AD

很	AD

难	VA

看见	VV

当	P

一	CD

个	M

天文	NN

学者	NN

发现	VV

了	PU

其中	NN

一个	CD

星星	NR

他	PN

就	AD

给	VV

它	PN

编	VV

上	VV

一	CD

个	M

号码	NN

例如	AD

把	BA

它	PN

称作	VV

325	CD

小	VA

行星	NN

我	PN

有	VE

重要	VA

的	DEG

根据	P

认为	VV

小	VA

王子	NN

所	MSP

来自	VV

的	DEG

那个	DT

星球	NN

是	VC

小	VA

行星	NN

B612	NR

这	PN

颗	M

小	VA

行星	NN

仅仅	AD

被	LB

用	VV

望远镜	NN

看见	VV

过	VV

一	CD

次	M

在	P

1909	NT

年	NN

被	LB

一	CD

个	M

土耳其	NR

天文学家	NN

当时	NT

他	PN

曾经	AD

在	P

一	CD

次	M

国际	NN

天文学家	NN

代表	VV

大会	NN

上	VV

对	VA

他	PN

的	DEG

发现	VV

做	VV

了	PU

重要	VA

的	DEG

论证	NN

但	AD

由于	P

他	PN

所	MSP

穿	VV

衣服	NN

的	DEG

缘故	NN

那时	NT

没有	VE

人	NN

相信	VV

他	PN

那些	DT

大人们	NN

就是	AD

这样	VA

幸好	AD

土耳其	NR

的	DEG

一	CD

个	M

独裁者	NN

为了	P

小	VA

行星	NN

B612	NR

的	DEG

声誉	NN

迫使	VV

他	PN

的	DEG

人民	NN

都	AD

要	VV

穿	VV

欧式	NN

服装	NN

否则	AD

就	AD

处以	VV

死刑	NN

1920	NT

年	NN

这	PN

位	VV

天文学家	NN

穿	VV

了	PU

一身儿	AD

非常	AD

漂亮	VA

的	DEG

服装	NN

重新	AD

做	VV

了	PU

一	CD

次	M

论证	NN

这	PN

一	CD

次	M

所有	DT

的	DEG

人	NN

都	AD

同意	VV

他	PN

的	DEG

看法	NN

我	PN

给	VV

你们	PN

讲	VV

关于	P

小	VA

行星	NN

B612	NR

的	DEG

这些	DT

细节	NN

并且	AD

告诉	VV

你们	PN

它	PN

的	DEG

编号	NN

这	PN

是	VC

由于	P

这些	DT

大人	NN

的	DEG

缘故	NN

当	P

你	PN

对	VA

大人们	NN

讲	VV

起	VV

你	PN

的	DEG

一	CD

个	M

新	VA

朋友	NN

时	NN

他们	PN

从来	AD

不	AD

向	P

你	PN

提出	VV

实质性	NN

的	DEG

问题	NN

他们	PN

从来	AD

不	AD

讲	VV

他	PN

说话	VV

声音	NN

如何	VA

啊	IJ

他	PN

喜爱	VV

什么	PN

样	NN

的	DEG

游戏	NN

啊	IJ

他	PN

是否	VV

收集	VV

蝴蝶	NN

标本	NN

呀	IJ

他们	PN

却	AD

问	VV

你	PN

他	PN

多	VA

大	VA

年纪	NN

呀	IJ

弟兄	NN

几	CD

个	M

呀	IJ

体重	NN

多少	CD

呀	IJ

他	PN

父亲	NN

挣	VV

多少	CD

钱	NN

呀	IJ

他们	PN

以为	VV

这样	VA

才	AD

算	VV

了解	VV

朋友	NN

如果	CS

你	PN

对	VA

大人们	NN

说	VV

我	PN

看到	VV

一	CD

栋	M

用	VV

玫瑰	NN

色	NN

的	DEG

砖	NN

盖	VV

成	VV

的	DEG

漂亮	VA

的	DEG

房子	NN

它	PN

的	DEG

窗户	NN

上	VV

有	VE

天竺葵	NR

屋顶	NN

上	VV

还	AD

有	VE

鸽子	NN

他们	PN

怎么	VA

也	AD

想象	VV

