得 190.21 190.31
多 190.31 190.54
而 191.57 191.65
在 191.65 191.82
第二 191.82 192.07
天 192.07 192.25
拂晓 192.25 192.75
当 193.35 193.45
一 193.45 193.56
个 193.56 193.65
奇怪 193.65 194.02
的 194.02 194.11
小 194.11 194.3
声音 194.3 194.55
叫醒 194.55 194.89
我 194.89 195.04
的 195.04 195.14
时候 195.14 195.5
你们 196.08 196.29
可以 196.29 196.51
想见 196.51 196.94
我 197.21 197.31
当时 197.31 197.58
是 197.58 197.72
多么 197.72 198
吃惊 198 198.41
这 199.34 199.44
小小 199.44 199.8
的 199.8 199.88
声音 199.88 200.17
说道 200.17 200.57
请 201.34 201.5
你 201.5 201.65
给 201.65 201.75
我 201.75 201.87
画 201.87 202.07
一 202.07 202.16
只 202.16 202.28
羊 202.28 202.59
好 203.06 203.23
吗 203.23 203.43
啊 204.3 204.58
给 205.46 205.59
我 205.59 205.73
画 205.73 205.91
一 205.91 206.04
只 206.04 206.18
羊 206.18 206.44
我 207.46 207.59
像 207.59 207.79
是 207.79 207.88
受到 207.88 208.18
惊雷 208.18 208.49
轰击 208.49 208.83
一般 208.83 209.15
一下子 209.55 209.91
就 209.91 210.04
站立 210.04 210.29
起来 210.29 210.66
我 211.5 211.63
使劲 211.63 211.98
地 211.98 212.03
揉 212.03 212.19
了 212.19 212.29
揉 212.29 212.43
眼睛 212.43 212.91
仔细 212.91 213.26
地 213.26 213.35
看 213.35 213.52
了 213.52 213.64
看 213.64 213.88
我 214.44 214.55
看见 214.55 214.85
一个 214.85 215.18
十分 215.35 215.62
奇怪 215.62 216.01
的 216.01 216.09
小 216.09 216.27
家伙 216.27 216.66
严肃 216.85 217.18
地 217.18 217.28
朝 217.28 217.45
我 217.45 217.59
凝眸 217.59 217.9
望 217.9 218.15
着 218.15 218.33
这 219.26 219.37
是 219.37 219.48
后来 219.48 219.84
我 220.11 220.21
给 220.21 220.33
他 220.33 220.47
画 220.47 220.64
出来 220.64 220.9
的 220.9 220.99
最 220.99 221.2
好 221.2 221.38
的 221.38 221.5
一 221.5 221.59
幅 221.59 221.72
画像 221.72 222.14
可是 223.24 223.8
我 224.4 224.54
的 224.54 224.64
画 224.64 224.85
当然 225.3 225.58
要 225.58 225.71
比 225.71 225.82
他 225.82 225.98
本人 225.98 226.23
的 226.23 226.32
模样 226.32 226.64
逊色 226.64 227.02
得 227.02 227.11
多 227.11 227.34
这 228.05 228.18
不是 228.18 228.48
我 228.48 228.63
的 228.63 228.71
过错 228.71 229.17
六 230.47 230.65
岁 230.65 230.87
时 230.87 231.17
大人们 231.71 232.22
使 232.22 232.4
我 232.4 232.54
对 232.54 232.66
我 232.66 232.79
的 232.79 232.88
画家 232.88 233.19
生涯 233.19 233.47
失去 233.47 233.78
了 233.78 233.86
勇气 233.86 234.35
除了 235.03 235.27
画 235.27 235.44
过 235.44 235.54
开 235.54 235.72
着 235.72 235.82
肚皮 235.82 236.17
和 236.38 236.5
闭 236.5 236.69
着 236.69 236.79
肚皮 236.79 237.05
的 237.05 237.11
蟒蛇 237.11 237.54
后来 237.79 238.05
再 238.05 238.22
没有 238.22 238.43
学 238.43 238.62
过 238.62 238.75
画 238.75 238.96
我 239.57 239.67
惊奇 239.67 240.05
地 240.05 240.14
睁大 240.14 240.47
着 240.47 240.58
眼睛 240.58 241
看 241.48 241.69
着 241.69 241.87
这 241.87 242.15
突然 242.15 242.48
出现 242.48 242.77
的 242.77 242.86
小 242.86 243.02
家伙 243.02 243.49
你们 244.15 244.4
不要 244.4 244.64
忘记 244.64 245.15
我 245.75 245.85
当时 245.85 246.13
处 246.13 246.33
在 246.33 246.51
远离 246.75 247.04
人烟 247.04 247.35
千 247.35 247.52
里 247.52 247.67
之外 247.67 247.96
的 247.96 248.09
地方 248.09 248.43
而 248.87 249
这个 249 249.25
小家伙 249.25 249.86
给 249.86 250.01
我 250.01 250.15
的 250.15 250.23
印象 250.23 250.61
是 250.61 250.86
他 251.51 251.63
既 251.63 251.82
不 251.82 251.91
像 251.91 252.02
迷 252.02 252.21
了 252.21 252.31
路 252.31 252.47
的 252.47 252.56
样子 252.56 252.98
也 253.54 253.63
没有 253.63 253.92
半点 253.92 254.25
疲乏 254.25 254.73
饥渴 254.94 255.39
惧怕 255.7 256.01
的 256.01 256.08
神情 256.08 256.59
他 257.35 257.48
丝毫 257.48 257.88
不 257.88 257.98
像 257.98 258.19
是 258.19 258.41
一 258.67 258.77
个 258.77 258.87
迷失 258.87 259.19
在 259.19 259.33
旷无 259.33 259.66
人烟 259.66 260.02
的 260.02 260.18
大 260.18 260.36
沙漠 260.36 260.69
中 260.69 260.81
的 260.81 260.87
孩子 260.87 261.36
当 262.08 262.18
我 262.18 262.31
在 262.31 262.45
惊讶 262.45 262.74
之 262.74 262.9
中 262.9 263.09
终于 263.48 263.77
又 263.77 263.9
能 263.9 264.05
说出 264.05 264.3
话 264.3 264.47
来 264.47 264.58
的 264.58 264.67
时候 264.67 265.05
对 265.63 265.71
他 265.71 265.85
说道 265.85 266.23
唉 267.07 267.25
你 267.92 268.1
在 268.1 268.2
这儿 268.2 268.43
干 268.43 268.61
什么 268.61 268.91
可是 269.84 270.11
他 270.11 270.3
却 270.3 270.46
不慌不忙 270.46 271.09
地 271.09 271.23
好像 271.61 271.88
有 271.88 272.05
一 272.05 272.17
件 272.17 272.36
重要 272.36 272.66
的 272.66 272.73
事 272.73 272.87
一般 272.87 273.19
对 273.8 273.85
我 273.85 273.99
重复 273.99 274.32
地 274.32 274.42
说道 274.42 274.78
请 275.51 275.96
给 276.44 276.59
我 276.59 276.74
画 276.74 276.94
一 276.94 277.05
只 277.05 277.22
羊 277.22 277.5
当 278.43 278.58
一种 278.58 278.85
神秘 278.85 279.2
的 279.2 279.3
东西 279.3 279.7
把 280 280.11
你 280.11 280.22
镇住 280.22 280.53
的 280.53 280.59
时候 280.59 280.92
你 281.49 281.56
是 281.56 281.68
不 281.68 281.89
敢 281.89 282.06
不 282.06 282.18
听从 282.18 282.56
它 282.56 282.68
的 282.68 282.77
支配 282.77 283.11
的 283.11 283.25
在 284.03 284.21
这 284.21 284.3
旷无 284.3 284.65
人烟 284.65 284.9
的 284.9 285
沙漠 285 285.35
上 285.35 285.56
面临 286.11 286.34
死亡 286.34 286.71
的 286.71 286.76
危险 286.76 287.1
的 287.1 287.15
情况 287.15 287.46
下 287.46 287.69
尽管 288.44 288.82
这样 288.82 289.06
的 289.06 289.13
举动 289.13 289.47
使 289.62 289.75
我 289.75 289.85
感到 289.85 290.11
十分 290.11 290.37
荒诞 290.37 290.81
我 291.39 291.48
还是 291.48 291.84
掏 291.84 292.03
出 292.03 292.15
了 292.15 292.21
一 292.21 292.33
张 292.33 292.53
纸 292.53 292.83
和 292.83 292.98
一 292.98 293.12
支 293.12 293.25
钢笔 293.25 293.68
这时 294.48 294.94
我 295.28 295.39
却 295.39 295.51
又 295.51 295.75
记起 295.75 296.2
我 296.72 296.86
只 296.86 296.97
学 296.97 297.15
过 297.15 297.35
地理 297.35 297.76
历史 298.04 298.52
算术 298.75 299.11
和 299.11 299.22
语法 299.22 299.64
就 300.34 300.51
有点 300.51 300.79
不 300.79 300.92
大 300.92 301.06
高兴 301.06 301.49
地 301.49 301.63
对 301.87 301.95
小家伙 301.95 302.42
说 302.42 302.67
我 303.08 303.2
不 303.2 303.4
会 303.4 303.57
画画 303.57 303.94
他 304.78 304.92
回答 304.92 305.18
我 305.18 305.33
说 305.33 305.55
没有 306.11 306.41
关系 306.41 306.91
给 307.36 307.47
我 307.47 307.58
画 307.58 307.77
一 307.77 307.85
只 307.85 308.02
羊 308.02 308.26
吧 308.26 308.46
因为 309.23 309.44
我 309.44 309.6
从来 309.6 309.96
没有 309.96 310.19
画 310.19 310.35
过 310.35 310.48
羊 310.48 310.72
我 311.38 311.48
就 311.48 311.6
给 311.6 311.72
他 311.72 311.86
重 311.86 312.11
画 312.11 312.32
我 312.66 312.74
所 312.74 312.89
仅仅 312.89 313.26
会 313.26 313.46
画 313.46 313.6
的 313.6 313.69
两 313.69 313.88
幅 313.88 314
画 314 314.16
中 314.16 314.34
的 314.34 314.5
那 314.8 314.9
幅 314.9 315.04
闭 315.04 315.26
着 315.26 315.35
肚皮 315.35 315.66
的 315.66 315.73
巨蟒 315.73 316.19
不 316.96 317.29
不 317.8 318.05
我 318.9 319.02
听 319.02 319.21
了 319.21 319.27
他 319.27 319.39
的 319.39 319.47
画 319.47 319.68
简直 320.08 320.43
目瞪口呆 320.43 321.03
我 321.66 321.81
不 321.81 322
要 322 322.19
蟒蛇 322.19 322.71
它 323.28 323.4
肚子 323.4 323.67
里 323.67 323.9
还 324.12 324.24
有 324.24 324.36
一 324.36 324.48
头 324.48 324.64
象 324.64 324.93
巨蟒 325.56 325.89
这 325.89 326.07
东西 326.07 326.36
太 326.36 326.52
危险 326.52 326.95
大象 327.39 327.81
又 327.93 328.05
太 328.05 328.25
占 328.25 328.44
地方 328.44 328.81
我 329.39 329.58
住 329.58 329.72
的 329.72 329.81
地方 329.81 330.13
非常 330.13 330.45
小 330.45 330.8
我 331.26 331.36
需要 331.36 331.64
一 331.64 331.76
只 331.76 331.89
羊 331.89 332.19
给 332.81 332.98
我 332.98 333.2
画 333.47 333.56
一 333.56 333.68
只 333.68 333.84
羊 333.84 334.09
吧 334.09 334.32
我 335.47 335.59
就 335.59 335.72
给 335.72 335.83
它 335.83 335.98
画 335.98 336.24
了 336.24 336.38
他 337.09 337.23
专心 337.23 337.54
地 337.54 337.64
看 337.64 337.89
着 337.89 338.07
随后 338.25 338.55
又 338.55 338.73
说 338.73 338.99
我 339.77 339.95
不要 340.07 340.44
这 341.08 341.21
只 341.21 341.39
羊 341.39 341.64
已经 341.86 342.15
病 342.15 342.3
得 342.3 342.39
很 342.39 342.56
重 342.56 342.82
了 342.82 343.04
给 343.67 343.78
我 343.78 343.89
重新 343.89 344.28
画 344.28 344.47
一 344.47 344.59
只 344.59 344.82
我 345.76 345.88
又 345.88 346.06
画 346.06 346.28
了 346.28 346.35
起来 346.35 346.71
我 347.31 347.42
的 347.42 347.52
这位 347.52 347.78
朋友 347.78 348.18
天真 348.36 348.68
可爱 348.68 348.94
地 348.94 349.05
笑 349.05 349.35
了 349.35 349.54
你 350.39 350.54
看 350.54 350.83
你 351.43 351.58
画 351.58 351.8
的 351.8 352.03
不 352.21 352.31
是 352.31 352.44
小 352.44 352.63
羊 352.63 352.85
他 353.62 353.79
说 353.79 354.06
是 354.83 355.04
头 355.04 355.2
公羊 355.2 355.7
还 356.16 356.31
有 356.31 356.46
犄角 356.46 356.89
呢 356.89 357.1
于是 358.15 358.59
我 359.03 359.17
又 359.17 359.36
重新 359.36 359.7
画 359.7 359.85
了 359.85 359.94
一 359.94 360.05
张 360.05 360.28
这 361.15 361.27
幅 361.27 361.43
画 361.43 361.74
同 361.74 361.95
前 361.95 362.15
几 362.15 362.29
幅 362.29 362.45
一样 362.45 362.81
又 362.81 363.06
被 363.06 363.21
拒绝 363.21 363.54
了 363.54 363.71
这 364.58 364.71
一 364.71 364.85
只 364.85 365.02
太 365.02 365.23
老 365.23 365.5
了 365.5 365.73
我 366.26 366.46
想要 366.46 366.88
一 367.19 367.28
只 367.28 367.42
能 367.42 367.55
活 367.55 367.75
得 367.75 367.85
长 367.85 368.08
的 368.08 368.22
羊 368.22 368.47
我 369.44 369.55
不 369.55 369.65
耐烦 369.65 370.03
了 370.03 370.2
因为 370.71 371.05
我 371.27 371.38
急于 371.38 371.72
要 371.72 371.87
检修 371.87 372.2
发动机 372.2 372.67
于是 373.28 373.51
就 373.51 373.69
草草 373.69 374.08
画 374.08 374.23
了 374.23 374.31
这 374.31 374.45
张 374.45 374.63
画 374.63 374.89
并且 375.39 375.62
充充 375.62 376
地 376 376.1
地对 376.1 376.18
他 376.18 376.32
说 376.32 376.5
道 376.5 376.71
这 377.8 377.92
是 377.92 378.04
一 378.04 378.1
只 378.1 378.24
箱子 378.24 378.68
你 379.23 379.36
要 379.36 379.47
的 379.47 379.56
羊 379.56 379.79
就 380.01 380.11
在 380.11 380.23
里面 380.23 380.55
这 381.59 381.75
时 381.75 382.05
我 382.54 382.63
十分 382.63 382.92
惊奇 382.92 383.24
地 383.24 383.33
看到 383.33 383.65
我 383.65 383.77
的 383.77 383.85
这 383.85 383.98
位 383.98 384.1
小 384.1 384.25
评判员 384.25 384.77
喜笑颜开 384.96 385.75
他 386.53 386.66
说 386.66 386.91
这 387.89 387.99
正 387.99 388.21
是 388.21 388.36
我 388.36 388.49
想 388.49 388.67
要 388.67 388.88
的 388.88 389.07
你 389.69 389.86
说 389.86 390.11
这 390.11 390.23
只 390.23 390.35
羊 390.35 390.6
需要 391 391.24
很 391.24 391.38
多 391.38 391.5
草 391.5 391.74
吗 391.74 391.96
为什么 392.87 393.29
因为 394.13 394.35
我 394.35 394.5
住 394.5 394.68
的 394.68 394.78
地方 394.78 395.15
一切 395.36 395.61
都 395.61 395.75
非常 395.75 396.01
小 396.01 396.39
地方 397.14 397.43
小 397.43 397.7
也 398.06 398.21
够 398.21 398.38
喂养 398.38 398.68
它 398.68 398.87
的 398.87 399.05
我 399.71 399.82
说 399.82 400.07
我 400.62 400.71
给 400.71 400.81
你 400.81 400.94
画 400.94 401.12
的 401.12 401.31
是 401.49 401.64
一 401.64 401.72
只 401.72 401.84
很 401.84 402.04
小 402.04 402.3
的 402.3 402.42
小 402.42 402.64
羊 402.64 402.94
他 403.84 403.95
把 403.95 404.05
脑袋 404.05 404.43
靠 404.43 404.62
近 404.62 404.79
这 404.79 404.9
张 404.9 405.05
画 405.05 405.29
并 406.22 406.39
不 406.39 406.52
像 406.52 406.71
你 406.71 406.85
说 406.85 407.01
的 407.01 407.11
那么 407.11 407.35
小 407.35 407.7
瞧 408.35 408.64
他 409.2 409.29
睡 409.29 409.45
着 409.45 409.68
了 409.68 409.87
就 410.4 410.55
这样 410.55 410.98
我 411.51 411.68
认识 411.68 411.96
了 411.96 412.2
小 412.5 412.74
王子 412.74 413.42
我 414.63 414.73
费 414.73 414.87
了 414.87 414.96
好 414.96 415.14
长 415.14 415.33
时间 415.33 415.62
才 415.62 415.75
弄 415.75 415.92
清楚 415.92 416.32
他 416.7 416.8
是 416.8 416.92
从 416.92 417.03
哪里 417.03 417.34
来 417.34 417.53
的 417.53 417.72
小 418.51 418.69
王子 418.69 419.09
向 419.29 419.42
我 419.42 419.51
提出 419.51 419.76
了 419.76 419.85
很 419.85 420.05
多 420.05 420.2
问题 420.2 420.61
可是 421.12 421.4
对 421.4 421.57
我 421.57 421.7
提 421.7 421.86
出 421.86 421.96
的 421.96 422.04
问题 422.04 422.45
他 422.92 423.04
好像 423.04 423.28
压根儿 423.28 423.58
没有 423.58 423.79
听见 423.79 424.17
似的 424.17 424.44
他 425.3 425.46
无意 425.46 425.69
中 425.69 425.91
吐露 426.13 426.39
的 426.39 426.46
一些 426.46 426.74
话 426.74 426.93
逐渐 426.93 427.24
使 427.24 427.37
我 427.37 427.47
搞清 427.47 427.76
了 427.76 427.85
他 427.85 427.98
的 427.98 428.07
来历 428.07 428.47
例如 429.12 429.51
当 429.94 430.05
他 430.05 430.17
第一 430.17 430.39
次 430.39 430.57
瞅见 430.57 430.85
我 430.85 430.95
的 430.95 431.03
飞机 431.03 431.34
时 431.34 431.59
我 432.29 432.39
就 432.39 432.53
不 432.53 432.69
画 432.69 432.85
出 432.85 432.97
我 432.97 433.05
的 433.05 433.15
飞机 433.15 433.44
了 433.44 433.57
因为 434.15 434.31
这 434.31 434.45
种 434.45 434.61
图画 434.61 434.87
对 434.87 435.03
我 435.03 435.11
来 435.11 435.22
说 435.22 435.37
太 435.37 435.58
复杂 435.58 435.92
他 436.46 436.57
问 436.57 436.71
我 436.71 436.8
道 436.8 436.99
这 437.83 437.97
是 437.97 438.1
个 438.1 438.34
啥 438.48 438.75
玩意儿 438.75 439.14
这 440.07 440.22
不 440.22 440.4
是 440.4 440.55
玩意儿 440.55 440.94
它 441.38 441.48
能 441.48 441.65
飞 441.65 441.89
这 442.5 442.63
是 442.63 442.75
飞机 442.75 443.14
是 443.43 443.6
我 443.6 443.8
的 443.8 443.9
飞机 443.9 444.32
我 445.08 445.16
当时 445.16 445.42
很 445.42 445.61
骄傲 445.61 445.93
地 445.93 446.02
告诉 446.02 446.28
他 446.28 446.48
我 446.48 446.72
能 446.72 446.86
飞 446.86 447.08
于是 447.87 448.05
他 448.05 448.17
惊奇 448.17 448.5
地 448.5 448.6
说道 448.6 448.93
怎么 449.57 449.95
你 450.48 450.65
是 450.65 450.79
从 450.79 450.95
天 450.95 451.13
上 451.13 451.27
掉 451.27 451.48
下来 451.48 451.77
的 451.77 451.93
是 452.67 452.88
的 452.88 453.06
我 453.69 453.79
谦逊 453.79 454.19
地 454.19 454.25
答道 454.25 454.61
啊 455.1 455.4
这 455.96 456.09
真 456.09 456.3
滑稽 456.3 456.75
此时 457.71 457.98
小 457.98 458.15
王子 458.15 458.51
发出 458.82 459.09
一 459.09 459.22
阵 459.22 459.37
清脆 459.37 459.75
的 459.75 459.83
笑声 459.83 460.23
这 460.9 461.01
使 461.01 461.2
我 461.2 461.29
很 461.29 461.43
不 461.43 461.56
高兴 461.56 462.01
我 462.64 462.78
要求 462.78 463.06
别人 463.06 463.39
严肃 463.39 463.69
地 463.69 463.8
对待 463.8 464.04
我 464.04 464.15
的 464.15 464.22
不幸 464.22 464.58
然后 465.29 465.53
他 465.53 465.66
又 465.66 465.81
说道 465.81 466.14
那么 466.96 467.32
你 467.79 467.96
也 467.96 468.08
是 468.08 468.2
从 468.2 468.35
天 468.35 468.52
上 468.52 468.63
来 468.63 468.84
的 468.84 468.96
了 468.96 469.1
你 469.66 469.84
是 469.84 470.18
哪个 470.34 470.62
星球 470.62 470.92
上 470.92 471.1
的 471.1 471.23
即刻 472.27 472.7
对于 473.39 473.58
他 473.58 473.76
是 473.76 473.86
从 473.86 473.99
哪里 473.99 474.26
来 474.26 474.41
的 474.41 474.49
这个 474.49 474.67
秘密 474.67 475.08
我 475.36 475.49
隐约 475.49 475.77
发现 475.77 476.09
到 476.09 476.21
了 476.21 476.28
一点 476.28 476.54
线索 476.54 477.02
于是 477.68 478.04
我 478.43 478.51
就 478.51 478.62
突然 478.62 478.88
问道 478.88 479.26
你 480.27 480.4
是 480.4 480.58
从 480.58 480.79
另 480.79 481.02
一 481.02 481.08
个 481.08 481.17
星球 481.17 481.44
上 481.44 481.54
来 481.54 481.7
的 481.7 481.76
吗 481.76 481.95
可是 482.91 483.13
他 483.13 483.26
不 483.26 483.41
回答 483.41 483.67
我 483.67 483.79
的 483.79 483.86
问题 483.86 484.27
他 484.7 484.85
一面 484.85 485.13
看 485.13 485.31
着 485.31 485.4
我 485.4 485.46
的 485.46 485.56
飞机 485.56 485.93
一面 486.2 486.5
微微 486.5 486.74
地 486.74 486.83
点点 486.83 487.15
头 487.15 487.41
接着 487.88 488.1
说道 488.1 488.46
可 489.08 489.29
不 489.29 489.45
是 489.45 489.63
吗 489.63 489.84
乘坐 490.39 490.66
这 490.66 490.85
玩意儿 490.85 491.27
你 491.72 491.83
不 491.83 491.97
可能 491.97 492.37
是 492.37 492.49
从 492.49 492.63
很 492.63 492.82
远 492.82 492.95
的 492.95 493.06
地方 493.06 493.33
来 493.33 493.46
的 493.46 493.63
说 494.55 494.73
到 494.73 494.86
这里 494.86 495.23
他 495.61 495.72
就 495.72 495.84
长 495.84 496.09
时间 496.09 496.37
地 496.37 496.43
陷入 496.43 496.74
沉思 496.74 497.09
之中 497.09 497.43
然后 498.08 498.43
从 498.65 498.8
口袋 498.8 499.11
里 499.11 499.21
掏出 499.21 499.53
了 499.53 499.64
我 499.64 499.75
画 499.75 499.91
的 499.91 499.98
小 499.98 500.18
羊 500.18 500.37
看着 500.81 501.05
他 501.05 501.22
的 501.22 501.29
宝贝 501.29 501.62
入 501.62 501.72
了 501.72 501.81
神 501.81 502.08
你们 502.63 502.82
可以 502.82 503.03
想见 503.03 503.49
这 503.68 503.79
种 503.79 503.94
关于 503.94 504.22
别 504.22 504.44
的 504.44 504.54
星球 504.54 504.89
的 504.89 505.06
若明若暗 505.06 505.77
的 505.77 505.83
话语 505.83 506.15
使 506.3 506.43
我 506.43 506.51
心里 506.51 506.8
多么 506.8 507.06
好奇 507.06 507.48
因此 508.01 508.48
我 508.67 508.78
竭力 508.78 509.14
地 509.14 509.23
想 509.23 509.43
知道 509.43 509.72
其中 509.72 510.04
更 510.04 510.21
多 510.21 510.38
的 510.38 510.48
奥秘 510.48 510.86
你 511.48 511.58
是 511.58 511.69
从 511.69 511.87
哪里 511.87 512.09
来 512.09 512.26
的 512.26 512.43
我 512.8 512.89
的 512.89 512.96
小 512.96 513.12
家伙 513.12 513.5
你 514.11 514.24
的 514.24 514.32
家 514.32 514.53
在 514.53 514.65
什么 514.65 514.87
地方 514.87 515.21
你 515.75 515.81
要 515.81 515.91
把 515.91 516.05
你 516.05 516.16
的 516.16 516.26
小 516.26 516.43
羊 516.43 516.63
带到 516.75 516.92
哪里 516.92 517.18
去 517.18 517.43
他 518.35 518.47
沉思 518.47 518.8
了 518.8 518.89
一会儿 518.89 519.21
然后 519.45 519.67
回答 519.67 519.96
我 519.96 520.09
说 520.09 520.32
好 520.94 521.13
在 521.13 521.38
有 521.64 521.81
你 521.81 521.94
给 521.94 522.09
我 522.09 522.21
的 522.21 522.3
那 522.3 522.43
只 522.43 522.54
箱子 522.54 522.96
夜晚 523.48 523.83
可以 523.96 524.13
给 524.13 524.27
小羊 524.27 524.58
当 524.58 524.72
房子 524.72 525.07
用 525.07 525.25
那 526.15 526.28
当然 526.28 526.67
如果 527.25 527.49
你 527.49 527.61
听话 527.61 527.92
的 527.92 527.99
话 527.99 528.19
我 528.61 528.69
再 528.69 528.85
给 528.85 528.95
你 528.95 529.07
画 529.07 529.21
一 529.21 529.29
根 529.29 529.41
绳子 529.41 529.81
白天 530.19 530.45
可以 530.45 530.65
拴 530.65 530.82
住 530.82 530.98
他 530.98 531.16
我 532.23 532.39
的 532.39 532.48
建议 532.48 532.93
看来 533.22 533.47
有点儿 533.47 533.7
使 533.7 533.83
小 533.83 533.97
王子 533.97 534.21
反感 534.21 534.61
拴 535.37 535.62
住 535.62 535.77
它 535.77 536.01
多么 536.55 536.75
奇怪 536.75 537.04
的 537.04 537.13
主意 537.13 537.52
如果 538.79 539.02
你 539.02 539.14
不 539.14 539.31
拴住 539.31 539.58
它 539.58 539.8
他 540.21 540.32
就 540.32 540.41
到处 540.41 540.64
跑 540.64 540.92
那么 541.32 541.49
它 541.49 541.61
会 541.61 541.72
跑 541.72 541.89
丢 541.89 542.08
的 542.08 542.27
我 543.2 543.3
的 543.3 543.39
这 543.39 543.5
位 543.5 543.6
朋友 543.6 544.07
又 544.32 544.48
笑 544.48 544.66
出 544.66 544.79
了 544.79 544.88
声 544.88 545.12
你 545.87 546.01
想 546.01 546.16
要 546.16 546.33
它 546.33 546.55
跑 546.75 546.83
到 546.83 546.93
哪里 546.93 547.22
去 547.22 547.38
呀 547.38 547.55
不管 548.51 548.74
什么 548.74 548.99
地方 548.99 549.31
它 549.69 549.79
一直 549.79 550.03
往 550.03 550.18
前 550.18 550.39
跑 550.39 550.64
这时 551.44 551.86
小 552.13 552.31
王子 552.31 552.58
郑重其事 552.58 553.28
地 553.28 553.36
说 553.36 553.62
这 554.43 554.54
没有 554.54 554.9
什么 554.9 555.12
关系 555.12 555.58
我 556.11 556.21
哪里 556.21 556.58
很 556.82 557.06
小 557.06 557.3
很 557.3 557.5
小 557.5 557.74
接着 558.7 559.15
他 559.64 559.73
略带伤感 559.73 560.35
地 560.35 560.47
又 560.47 560.57
补充 560.57 560.97
了 560.97 561.03
一句 561.03 561.38
一直 562.23 562.49
朝 562.49 562.67
前 562.67 562.92
走 562.92 563.16
也 563.65 563.79
不会 563.79 564.16
走出 564.16 564.5
多 564.5 564.69
远 564.69 564.95
我 564.99 565.08
还 565.08 565.24
了解 565.24 565.56
到 565.56 565.76
另 565.99 566.16
一 566.16 566.32
件 566.32 566.47
重要 566.47 566.73
的 566.73 566.82
事儿 566.82 567.07
就是 567.74 567.97
他 567.97 568.11
老家 568.11 568.43
所在 568.43 568.75
的 568.75 568.85
那个 568.85 569.04
星球 569.04 569.47
比 569.75 569.85
一 569.85 569.92
座 569.92 570.06
房子 570.06 570.4
大 570.4 570.6
不 570.6 570.71
了 570.71 570.81
多少 570.81 571.17
这 572.02 572.16
倒 572.16 572.3
并 572.3 572.46
没有 572.46 572.7
使 572.7 572.86
我 572.86 572.94
感到 572.94 573.19
太 573.19 573.35
奇怪 573.35 573.77
 我 574.45 574.59
知道 574.59 574.91
除 575.27 575.43
地球 575.43 575.88
木星 575.88 576.28
火星 576.28 576.69
金星 576.69 577.1
这 577.1 577.44
几 577.44 577.57
个 577.57 577.67
有 577.67 577.84
名称 577.84 578.2
的 578.2 578.26
大 578.26 578.43
行星 578.43 578.76
以外 578.76 579.09
 579.09 579.61
还 579.61 579.74
有 579.74 579.87
成百 579.87 580.25
个 580.25 580.35
别的 580.35 580.63
星球 580.63 581.09
它们 581.66 581.91
有的 581.91 582.14
小 582.14 582.34
得 582.34 582.43
很 582.43 582.74
就 583.26 583.4
是 583.4 583.5
用 583.5 583.65
望远镜 583.65 584.2
也 584.41 584.52
很 584.52 584.71
难 584.71 584.87
看见 584.87 585.33
当 586.45 586.58
